OrderID,OrderDate,Region,Category,Product,CustomerSegment,Quantity,UnitPrice,Discount,Sales,Profit
ORD-11617,2023-12-22,East,Electronics,Laptop,Home Office,7,50.01,0.0,350.07,108.02
ORD-11618,2023-05-10,South,Electronics,Laptop,Corporate,3,830.39,0.0,2491.17,381.07
ORD-11619,2023-07-01,East,Office Supplies,Notebook,Corporate,1,57.48,,51.73,10.9
ORD-11620,2024-12-11,East,Electronics,Keyboard,Home Office,5,1008.54,0.0,5042.7,1013.92
ORD-11621,2023-02-21,West,Electronics,Monitor,Corporate,9,572.18,0.05,4892.14,1352.63
ORD-11622,2024-08-19,East,Electronics,Smartphone,Corporate,8,468.86,0.0,3750.88,1259.1
ORD-11623,2023-10-21,East,Furniture,Lamp,Consumer,1,53.38,0.0,53.38,6.95
ORD-11624,2024-11-23,East,Electronics,Laptop,Consumer,4,734.05,0.2,2348.96,174.89
ORD-11625,2024-05-15,South,Office Supplies,Printer Paper,Home Office,8,3.67,0.2,23.49,8.14
ORD-11626,2024-07-21,Central,Electronics,Monitor,Corporate,2,182.12,0.0,364.24,46.1
ORD-11627,2024-12-15,South,Furniture,Desk,Home Office,2,321.48,0.05,610.81,135.77
ORD-11628,2024-11-24,East,Electronics,Monitor,Corporate,1,194.87,0.0,194.87,35.69
ORD-11629,2023-04-03,North,Furniture,Chair,Corporate,3,90.53,0.1,244.43,36.57
ORD-11630,2024-11-15,East,Furniture,Desk,Corporate,2,468.39,0.1,843.1,183.82
ORD-11631,2023-01-31,South,Office Supplies,Notebook,Home Office,3,3.94,0.2,9.46,1.37
ORD-11632,2023-05-20,North,Furniture,Desk,Corporate,3,642.67,0.05,1831.61,312.89
ORD-11633,2023-06-28,East,Electronics,Laptop,Corporate,7,1189.34,0.05,7909.11,1889.83
ORD-11634,2024-08-22,Central,Furniture,Desk,Corporate,6,243.58,0.05,1388.41,295.26
ORD-11635,2024-06-23,West,Furniture,Bookshelf,Home Office,2,550.61,,880.98,171.05
ORD-11636,2023-07-10,Central,Office Supplies,Pen Set,Home Office,6,59.99,0.1,323.95,63.96
ORD-11637,2024-10-09,East,Furniture,Bookshelf,Home Office,6,476.65,0.0,2859.9,446.49
ORD-11638,2023-03-08,Central,Electronics,Keyboard,Home Office,1,1110.11,0.1,999.1,266.05
ORD-11639,2023-08-26,West,Furniture,Chair,Corporate,9,424.91,0.0,3824.19,1014.74
ORD-11640,2023-05-18,Central,Furniture,Lamp,Home Office,7,434.59,0.15,2585.81,430.93
ORD-11641,2024-04-03,Central,Office Supplies,Folder,Consumer,1,24.45,0.05,23.23,2.89
ORD-11642,2023-04-06,West,Office Supplies,Stapler,Corporate,7,32.33,0.0,226.31,28.08
ORD-11643,2023-04-21,North,Furniture,Lamp,Corporate,5,741.23,0.0,3706.15,438.21
ORD-11644,2024-10-12,South,Furniture,Chair,Corporate,8,100.41,0.1,722.95,184.13
ORD-11645,2023-02-06,West,Electronics,Headphones,Home Office,8,373.32,0.05,2837.23,350.81
ORD-11646,2023-05-12,South,Electronics,Monitor,Home Office,4,285.4,0.1,1027.44,342.63
ORD-11647,2023-04-05,West,Electronics,Monitor,Consumer,5,700.68,0.2,2802.72,355.57
ORD-11648,2024-03-05,Central,Electronics,Keyboard,Corporate,2,58.81,0.2,94.1,5.82
ORD-11649,2024-02-15,West,Furniture,Lamp,Corporate,3,183.44,0.0,550.32,143.49
ORD-11650,2023-02-28,West,Furniture,Desk,Consumer,3,688.13,0.0,2064.39,616.55
ORD-11651,2023-04-12,West,Furniture,Sofa,Home Office,9,92.07,0.0,828.63,184.9
ORD-11652,2023-10-27,West,Office Supplies,Printer Paper,Corporate,6,21.83,0.0,130.98,20.46
ORD-11653,2023-01-28,East,Office Supplies,Folder,Home Office,5,28.91,0.1,130.1,26.03
ORD-11654,2023-05-08,Central,Furniture,Desk,Consumer,4,586.81,0.05,2229.88,769.27
ORD-11655,2023-05-08,Central,Electronics,Headphones,Home Office,9,644.28,0.0,5798.52,1252.31
ORD-11656,2023-04-13,South,Furniture,Sofa,Home Office,4,260.0,0.2,832.0,172.09
ORD-11657,2024-05-11,South,Office Supplies,Stapler,Home Office,2,9.49,0.1,17.08,1.22
ORD-11658,2023-07-22,North,Office Supplies,Stapler,Home Office,4,4.83,0.2,15.46,1.87
ORD-11659,2023-06-25,West,Electronics,Smartphone,Consumer,1,872.1,0.2,697.68,243.91
ORD-11660,2023-04-12,Central,Electronics,Smartphone,Home Office,6,1183.19,0.05,6744.18,1093.44
ORD-11661,2023-10-18,Central,Office Supplies,Printer Paper,Corporate,5,46.21,0.05,219.5,14.55
ORD-11662,2024-02-20,East,Electronics,Headphones,Home Office,9,198.99,0.0,1790.91,200.31
ORD-11663,2024-04-08,West,Electronics,Monitor,Consumer,2,525.02,0.1,945.04,294.95
ORD-11664,2024-10-24,West,Office Supplies,Printer Paper,Consumer,8,41.64,0.05,316.46,75.56
ORD-11665,2023-08-24,Central,Office Supplies,Printer Paper,Consumer,1,43.7,0.0,43.7,11.57
ORD-11666,2024-06-08,North,Office Supplies,Notebook,Home Office,8,59.83,0.0,478.64,155.33
ORD-11667,2023-12-12,Central,Office Supplies,Printer Paper,Home Office,5,4.54,0.15,19.29,3.39
ORD-11668,2024-01-04,East,Furniture,Sofa,Corporate,1,177.61,0.1,159.85,38.45
ORD-11669,2023-01-22,North,Office Supplies,Folder,Corporate,5,57.18,0.0,285.9,68.7
ORD-11670,2024-04-06,South,Electronics,Laptop,Home Office,4,768.05,0.0,3072.2,979.31
ORD-11671,2024-10-22,North,Electronics,Smartphone,Home Office,6,950.94,0.2,4564.51,1570.82
ORD-11672,2024-05-08,South,Office Supplies,Folder,Home Office,1,33.67,0.0,33.67,10.37
ORD-11673,2024-08-05,North,Electronics,Keyboard,Corporate,8,712.76,0.15,4846.77,1385.74
ORD-11674,2024-04-26,South,Office Supplies,Pen Set,Consumer,5,6.47,0.1,29.12,3.46
ORD-11675,2023-10-20,South,Furniture,Lamp,Home Office,4,482.15,0.0,1928.6,316.24
ORD-11676,2023-04-19,East,Furniture,Lamp,Home Office,8,291.49,0.05,2215.32,627.41
ORD-11677,2023-06-15,South,Furniture,Sofa,Consumer,2,762.08,0.0,1524.16,470.12
ORD-11678,2024-10-08,West,Furniture,Chair,Corporate,7,624.49,0.0,4371.43,1070.24
ORD-11679,2023-04-04,East,Office Supplies,Notebook,Home Office,4,34.97,0.05,132.89,17.98
ORD-11680,2024-01-18,West,Electronics,Monitor,Corporate,3,200.45,0.0,601.35,110.03
ORD-11681,2023-12-10,North,Electronics,Keyboard,Home Office,9,738.26,0.05,6312.12,367.04
ORD-11682,2024-08-14,West,Electronics,Headphones,Corporate,2,266.8,0.0,533.6,126.45
ORD-11683,2024-02-25,North,Office Supplies,Printer Paper,Consumer,8,7.31,0.1,52.63,13.94
ORD-11684,2024-01-12,Central,Electronics,Laptop,Consumer,1,373.84,0.2,299.07,27.38
ORD-11685,2023-08-17,North,Electronics,Headphones,Corporate,2,1046.66,0.2,1674.66,153.43
ORD-11686,2023-07-16,West,Electronics,Monitor,Home Office,1,974.34,0.0,974.34,166.66
ORD-11687,2024-04-06,East,Furniture,Lamp,Home Office,6,370.55,0.0,2223.3,111.83
ORD-11688,2024-03-25,West,Furniture,Chair,Corporate,4,557.68,0.1,2007.65,213.63
ORD-11689,2024-05-03,East,Furniture,Sofa,Home Office,1,603.34,0.1,543.01,183.53
ORD-11690,2024-06-13,East,Electronics,Smartphone,Consumer,4,913.91,,3472.86,758.68
ORD-11691,2024-12-30,South,Electronics,Headphones,Corporate,7,1068.44,0.15,6357.22,1165.92
ORD-11692,2024-06-30,East,Furniture,Bookshelf,Home Office,5,508.11,0.05,2413.52,309.83
ORD-11693,2024-01-10,Central,Furniture,Lamp,Corporate,4,683.12,0.1,2459.23,323.95
ORD-11694,2024-09-08,East,Furniture,Lamp,Corporate,8,714.62,0.1,5145.26,749.77
ORD-11695,2024-02-22,East,Office Supplies,Folder,Home Office,5,35.22,0.1,158.49,40.89
ORD-11696,2023-10-28,Central,Electronics,Laptop,Home Office,8,489.22,0.0,3913.76,864.29
ORD-11697,2024-02-28,South,Electronics,Keyboard,Corporate,8,382.15,0.05,2904.34,842.85
ORD-11698,2023-01-28,Central,Office Supplies,Stapler,Corporate,9,26.1,0.2,187.92,35.12
ORD-11699,2023-05-02,North,Furniture,Desk,Home Office,5,225.66,0.15,959.06,154.92
ORD-11700,2023-06-29,South,Furniture,Sofa,Consumer,7,367.7,0.1,2316.51,371.15
ORD-11701,2023-01-10,Central,Electronics,Monitor,Corporate,6,479.33,0.1,2588.38,499.39
ORD-11702,2024-12-18,South,Furniture,Bookshelf,Corporate,5,260.47,,1172.12,247.52
ORD-11703,2024-01-15,North,Electronics,Laptop,Corporate,8,628.48,0.0,5027.84,347.42
ORD-11704,2023-10-08,West,Office Supplies,Notebook,Home Office,8,36.83,0.05,279.91,42.27
ORD-11705,2024-10-19,Central,Electronics,Monitor,Corporate,4,638.61,0.1,2299.0,411.91
ORD-11706,2023-06-11,South,Electronics,Headphones,Consumer,5,428.57,0.1,1928.56,169.61
ORD-11707,2024-09-06,North,Office Supplies,Notebook,Consumer,7,30.98,0.05,206.02,47.03
ORD-11708,2023-01-13,Central,Office Supplies,Printer Paper,Home Office,5,54.12,0.15,230.01,17.07
ORD-11709,2024-03-25,North,Furniture,Lamp,Corporate,5,276.38,0.05,1312.8,200.25
ORD-11710,2023-07-21,Central,Furniture,Desk,Corporate,7,708.66,0.15,4216.53,421.81
ORD-11711,2024-11-17,South,Office Supplies,Folder,Home Office,3,17.97,0.05,51.21,11.45
ORD-11712,2024-11-09,North,Office Supplies,Printer Paper,Corporate,7,36.59,0.15,217.71,59.81
ORD-11713,2024-06-28,East,Furniture,Chair,Corporate,6,626.25,0.05,3569.62,210.4
ORD-11714,2023-08-09,Central,Furniture,Lamp,Corporate,2,135.68,0.0,271.36,79.15
ORD-11715,2024-06-23,Central,Electronics,Laptop,Corporate,4,823.3,0.1,2963.88,883.21
ORD-11716,2023-09-13,East,Office Supplies,Folder,Home Office,7,38.26,0.2,214.26,47.26
ORD-11717,2024-10-17,East,Office Supplies,Folder,Corporate,2,22.71,0.05,43.15,2.86
ORD-11718,2024-09-29,East,Electronics,Laptop,Consumer,4,1018.91,0.1,3668.08,634.3
ORD-11719,2024-07-16,North,Furniture,Desk,Consumer,7,679.03,0.0,4753.21,744.8
ORD-11720,2023-09-29,East,Furniture,Sofa,Corporate,3,87.86,0.0,263.58,52.85
ORD-11721,2023-12-16,South,Electronics,Headphones,Home Office,4,1086.6,0.15,3694.44,1103.98
ORD-11722,2023-04-14,Central,Electronics,Keyboard,Home Office,9,299.72,0.15,2292.86,777.08
ORD-11723,2023-01-12,East,Office Supplies,Stapler,Consumer,1,6.97,0.0,6.97,1.41
ORD-11724,2024-03-27,South,Electronics,Laptop,Home Office,4,893.46,0.15,3037.76,518.39
ORD-11725,2024-05-31,East,Office Supplies,Notebook,Corporate,1,54.24,0.0,54.24,11.22
ORD-11726,2024-11-05,North,Office Supplies,Printer Paper,Consumer,7,28.88,0.2,161.73,37.39
ORD-11727,2023-08-13,North,Electronics,Monitor,Consumer,6,526.45,0.2,2526.96,250.45
ORD-11728,2024-07-02,West,Electronics,Monitor,Corporate,5,420.2,0.1,1890.9,587.26
ORD-11729,2024-11-14,North,Electronics,Headphones,Corporate,9,1027.17,0.1,8320.08,2782.84
ORD-11730,2023-03-29,West,Electronics,Keyboard,Consumer,6,152.94,0.0,917.64,315.3
ORD-11731,2023-09-15,East,Electronics,Keyboard,Corporate,3,642.35,0.1,1734.35,206.57
ORD-11732,2023-11-19,North,Office Supplies,Folder,Home Office,3,36.75,0.2,88.2,22.5
ORD-11733,2024-02-19,North,Office Supplies,Printer Paper,Corporate,8,47.56,0.0,380.48,83.49
ORD-11734,2023-03-03,North,Office Supplies,Printer Paper,Consumer,2,31.37,0.0,62.74,8.04
ORD-11735,2023-01-07,West,Electronics,Monitor,Corporate,3,1193.97,0.0,3581.91,1160.05
ORD-11736,2024-06-11,South,Furniture,Sofa,Corporate,1,262.99,0.0,262.99,57.44
ORD-11737,2024-05-16,East,Office Supplies,Folder,Corporate,9,47.61,0.1,385.64,77.96
ORD-11738,2023-03-20,Central,Furniture,Lamp,Home Office,2,468.92,0.1,844.06,145.91
ORD-11739,2023-06-24,East,Furniture,Chair,Consumer,7,56.97,0.0,398.79,54.41
ORD-11740,2023-05-06,North,Electronics,Monitor,Corporate,8,577.18,0.2,3693.95,314.03
ORD-11741,2023-02-08,West,Office Supplies,Pen Set,Consumer,4,34.23,0.0,136.92,35.41
ORD-11742,2023-03-01,East,Electronics,Keyboard,Home Office,9,270.28,0.0,2432.52,305.35
ORD-11743,2024-11-25,North,Electronics,Monitor,Consumer,2,616.81,0.2,986.9,117.0
ORD-11744,2023-06-02,East,Office Supplies,Folder,Corporate,6,58.83,0.1,317.68,39.57
ORD-11745,2024-04-22,Central,Office Supplies,Stapler,Home Office,2,34.17,0.05,64.92,7.3
ORD-11746,2023-10-12,South,Electronics,Headphones,Home Office,8,200.7,0.0,1605.6,528.98
ORD-11747,2023-08-08,South,Electronics,Headphones,Home Office,5,272.79,0.0,1363.95,317.04
ORD-11748,2024-03-30,South,Office Supplies,Pen Set,Corporate,3,5.48,0.05,15.62,1.47
ORD-11749,2023-03-24,East,Office Supplies,Stapler,Consumer,7,22.04,0.0,154.28,16.14
ORD-11750,2024-01-08,South,Electronics,Smartphone,Corporate,1,989.89,0.0,989.89,208.53
ORD-11751,2024-08-15,East,Office Supplies,Pen Set,Corporate,4,52.88,0.0,211.52,28.67
ORD-11752,2024-06-19,Central,Furniture,Lamp,Home Office,8,217.47,0.2,1391.81,196.88
ORD-11753,2024-04-17,Central,Electronics,Keyboard,Corporate,2,1140.44,0.15,1938.75,400.7
ORD-11754,2024-01-21,North,Office Supplies,Folder,Home Office,8,25.47,0.05,193.57,67.6
ORD-11755,2024-04-11,Central,Electronics,Smartphone,Consumer,9,514.55,0.0,4630.95,815.76
ORD-11756,2024-08-21,West,Office Supplies,Pen Set,Home Office,5,27.35,0.2,109.4,32.23
ORD-11757,2024-09-14,West,Office Supplies,Pen Set,Home Office,7,21.2,0.0,148.4,13.48
ORD-11758,2023-04-05,East,Office Supplies,Notebook,Corporate,6,24.17,0.05,137.77,14.78
ORD-11759,2023-02-18,East,Electronics,Smartphone,Home Office,5,818.06,0.1,3681.27,221.31
ORD-11760,2023-05-26,North,Furniture,Sofa,Home Office,1,97.18,0.0,97.18,4.98
ORD-11761,2023-02-22,Central,Furniture,Chair,Corporate,6,389.89,0.05,2222.37,238.33
ORD-11762,2023-05-17,West,Office Supplies,Printer Paper,Home Office,4,31.68,0.0,126.72,19.45
ORD-11763,2023-07-05,South,Electronics,Headphones,Home Office,1,690.31,0.05,655.79,85.19
ORD-11764,2023-08-28,South,Furniture,Chair,Home Office,5,476.93,0.05,2265.42,609.61
ORD-11765,2023-08-04,West,Furniture,Sofa,Home Office,1,599.93,0.2,479.94,136.82
ORD-11766,2024-06-11,East,Electronics,Headphones,Home Office,4,307.25,0.0,1229.0,352.9
ORD-11767,2024-05-17,South,Office Supplies,Folder,Corporate,8,33.78,0.05,256.73,44.69
ORD-11768,2023-06-27,Central,Office Supplies,Notebook,Consumer,4,24.43,0.0,97.72,29.33
ORD-11769,2023-10-23,South,Furniture,Bookshelf,Consumer,2,221.75,0.2,354.8,109.23
ORD-11770,2023-08-31,South,Office Supplies,Notebook,Consumer,6,24.39,0.05,139.02,12.31
ORD-11771,2024-03-23,North,Office Supplies,Folder,Corporate,6,24.29,0.2,116.59,14.15
ORD-11772,2024-10-12,East,Office Supplies,Pen Set,Corporate,4,28.16,0.0,112.64,9.03
ORD-11773,2024-07-25,South,Electronics,Monitor,Home Office,7,129.16,0.05,858.91,49.46
ORD-11774,2024-06-07,East,Electronics,Headphones,Consumer,6,540.27,0.0,3241.62,190.34
ORD-11775,2023-11-12,South,Furniture,Chair,Home Office,9,776.44,0.1,6289.16,1859.61
ORD-11776,2023-06-02,South,Furniture,Sofa,Corporate,2,482.33,0.0,964.66,160.21
ORD-11777,2024-01-17,Central,Electronics,Smartphone,Home Office,3,1159.45,0.0,3478.35,933.4
ORD-11778,2023-01-07,South,Furniture,Sofa,Corporate,4,627.33,0.0,2509.32,869.75
ORD-11779,2024-08-29,East,Furniture,Bookshelf,Home Office,4,262.41,0.05,997.16,66.64
ORD-11780,2024-03-20,West,Office Supplies,Notebook,Corporate,3,43.67,0.0,131.01,15.34
ORD-11781,2024-06-05,Central,Electronics,Laptop,Consumer,3,605.81,0.05,1726.56,439.35
ORD-11782,2024-08-23,North,Electronics,Monitor,Consumer,3,776.2,0.0,2328.6,292.69
ORD-11783,2023-10-20,South,Furniture,Desk,Home Office,4,342.59,0.2,1096.29,198.66
ORD-11784,2023-02-28,West,Furniture,Chair,Corporate,7,62.11,0.2,347.82,53.35
ORD-11785,2024-02-07,East,Office Supplies,Notebook,Corporate,4,58.34,0.0,233.36,35.06
ORD-11786,2023-03-29,Central,Furniture,Bookshelf,Home Office,9,47.73,0.0,429.57,114.31
ORD-11787,2024-09-14,North,Furniture,Chair,Home Office,6,184.54,0.0,1107.24,376.46
ORD-11788,2024-07-30,West,Furniture,Lamp,Corporate,7,344.81,0.05,2292.99,159.26
ORD-11789,2024-08-05,North,Electronics,Headphones,Corporate,4,1149.87,0.0,4599.48,1375.52
ORD-11790,2023-06-29,West,Furniture,Sofa,Home Office,9,81.48,0.1,659.99,207.56
ORD-11791,2023-03-03,Central,Furniture,Lamp,Home Office,6,443.61,0.05,2528.58,849.65
ORD-11792,2023-12-05,South,Electronics,Monitor,Corporate,5,1196.96,0.0,5984.8,1865.63
ORD-11793,2024-11-13,Central,Furniture,Sofa,Home Office,4,398.62,0.1,1435.03,235.88
ORD-11794,2023-11-02,Central,Furniture,Lamp,Home Office,7,724.96,0.05,4820.98,921.96
ORD-11795,2023-03-06,South,Electronics,Keyboard,Home Office,9,713.34,0.0,6420.06,1988.69
ORD-11796,2023-06-24,Central,Office Supplies,Pen Set,Home Office,7,9.93,0.0,69.51,4.52
ORD-11797,2023-03-13,West,Electronics,Laptop,Home Office,7,190.34,0.0,1332.38,368.24
ORD-11798,2024-05-13,East,Office Supplies,Printer Paper,Corporate,5,17.34,0.1,78.03,11.28
ORD-11799,2023-07-29,East,Office Supplies,Notebook,Consumer,2,2.18,0.15,3.71,0.33
ORD-11800,2023-03-23,North,Electronics,Smartphone,Corporate,5,53.16,0.1,239.22,18.02
ORD-11801,2023-09-13,West,Furniture,Sofa,Consumer,6,660.63,0.2,3171.02,426.68
ORD-11802,2023-12-05,Central,Office Supplies,Stapler,Corporate,5,21.4,0.0,107.0,22.49
ORD-11803,2023-09-06,Central,Furniture,Desk,Home Office,1,207.67,0.2,166.14,41.53
ORD-11804,2023-11-02,West,Electronics,Headphones,Home Office,2,586.04,0.1,1054.87,353.7
ORD-11805,2023-07-15,North,Electronics,Keyboard,Home Office,2,1052.5,,2105.0,481.52
ORD-11806,2024-05-20,Central,Electronics,Smartphone,Consumer,1,313.74,0.15,266.68,16.55
ORD-11807,2023-05-07,West,Office Supplies,Printer Paper,Home Office,6,49.22,0.15,251.02,79.38
ORD-11808,2023-03-30,South,Office Supplies,Notebook,Corporate,3,27.15,0.0,81.45,15.26
ORD-11809,2023-08-22,North,Office Supplies,Notebook,Consumer,4,24.32,0.1,87.55,10.6
ORD-11810,2024-11-04,West,Office Supplies,Notebook,Corporate,2,35.88,0.05,68.17,20.3
ORD-11811,2023-05-31,East,Office Supplies,Folder,Consumer,7,40.62,0.0,284.34,64.79
ORD-11812,2024-11-16,North,Electronics,Smartphone,Corporate,8,1186.53,0.0,9492.24,2347.03
ORD-11813,2024-04-14,Central,Office Supplies,Printer Paper,Corporate,7,58.33,0.05,387.89,92.33
ORD-11814,2024-04-01,Central,Office Supplies,Printer Paper,Corporate,8,10.2,0.15,69.36,9.42
ORD-11815,2024-07-26,North,Office Supplies,Printer Paper,Home Office,4,21.18,0.05,80.48,20.18
ORD-11816,2023-04-28,West,Furniture,Sofa,Consumer,5,154.73,0.15,657.6,106.93
ORD-11817,2023-09-01,Central,Furniture,Lamp,Home Office,8,759.79,0.1,5470.49,1759.88
ORD-11818,2024-06-09,East,Electronics,Monitor,Consumer,6,400.3,0.2,1921.44,125.16
ORD-11819,2024-11-27,Central,Electronics,Smartphone,Home Office,4,346.5,0.0,1386.0,75.46
ORD-11820,2024-11-27,North,Electronics,Laptop,Corporate,6,51.11,0.1,275.99,45.8
ORD-11821,2024-11-24,North,Furniture,Bookshelf,Home Office,8,511.9,0.2,3276.16,706.52
ORD-11822,2024-05-02,Central,Electronics,Headphones,Consumer,6,862.31,0.1,4656.47,724.29
ORD-11823,2024-08-19,West,Furniture,Lamp,Corporate,9,226.51,0.0,2038.59,485.92
ORD-11824,2023-11-25,East,Electronics,Headphones,Home Office,5,237.7,0.0,1188.5,266.13
ORD-11825,2023-09-24,East,Office Supplies,Notebook,Home Office,4,29.74,0.05,113.01,22.97
ORD-11826,2023-03-24,Central,Furniture,Sofa,Consumer,5,436.45,0.2,1745.8,95.45
ORD-11827,2024-03-12,West,Office Supplies,Folder,Corporate,2,15.59,0.1,28.06,8.41
ORD-11828,2024-11-30,Central,Office Supplies,Stapler,Home Office,4,39.57,0.05,150.37,45.57
ORD-11829,2024-10-07,South,Furniture,Bookshelf,Corporate,3,476.87,0.05,1359.08,359.83
ORD-11830,2024-02-13,West,Office Supplies,Folder,Consumer,2,40.92,0.1,73.66,25.71
ORD-11831,2023-11-07,North,Office Supplies,Folder,Home Office,9,30.52,0.15,233.48,52.73
ORD-11832,2024-12-04,West,Electronics,Monitor,Corporate,9,859.35,0.1,6960.74,1431.4
ORD-11833,2023-04-05,East,Office Supplies,Printer Paper,Consumer,8,20.01,0.2,128.06,34.95
ORD-11834,2023-09-27,West,Office Supplies,Notebook,Home Office,1,3.26,0.15,2.77,0.62
ORD-11835,2023-08-03,West,Electronics,Laptop,Home Office,4,82.42,0.2,263.74,41.04
ORD-11836,2023-04-04,South,Office Supplies,Printer Paper,Corporate,5,49.0,0.0,245.0,82.36
ORD-11837,2024-06-04,South,Electronics,Headphones,Home Office,2,118.03,,236.06,60.65
ORD-11838,2023-04-08,North,Electronics,Laptop,Home Office,6,1044.18,0.0,6265.08,661.24
ORD-11839,2023-10-05,North,Office Supplies,Folder,Consumer,2,22.87,0.1,41.17,11.83
ORD-11840,2024-06-06,South,Furniture,Lamp,Home Office,3,571.2,0.2,1370.88,289.59
ORD-11841,2024-02-10,Central,Office Supplies,Folder,Consumer,2,54.57,0.0,109.14,5.79
ORD-11842,2024-12-28,West,Furniture,Chair,Home Office,9,277.26,0.0,2495.34,728.78
ORD-11843,2023-10-15,South,Office Supplies,Folder,Corporate,4,4.68,0.0,18.72,6.26
ORD-11844,2023-02-01,East,Office Supplies,Pen Set,Corporate,2,48.15,0.1,86.67,13.3
ORD-11845,2023-02-22,Central,Electronics,Monitor,Home Office,7,988.22,0.2,5534.03,947.93
ORD-11846,2024-10-30,North,Electronics,Keyboard,Home Office,8,838.99,0.1,6040.73,904.07
ORD-11847,2023-06-13,South,Furniture,Sofa,Home Office,5,285.67,0.0,1428.35,181.11
ORD-11848,2024-07-26,South,Furniture,Desk,Home Office,4,515.8,0.0,2063.2,442.32
ORD-11849,2024-06-20,East,Electronics,Laptop,Home Office,6,1041.99,0.0,6251.94,1710.32
ORD-11850,2023-10-22,East,Furniture,Sofa,Consumer,3,254.06,0.05,724.07,83.37
ORD-11851,2023-05-29,North,Electronics,Smartphone,Consumer,7,225.45,0.1,1420.33,297.34
ORD-11852,2023-10-03,Central,Electronics,Keyboard,Consumer,5,696.72,0.2,2786.88,411.26
ORD-11853,2023-05-09,West,Electronics,Laptop,Consumer,1,190.53,0.0,190.53,21.68
ORD-11854,2023-05-21,Central,Electronics,Monitor,Home Office,7,605.85,0.1,3816.86,667.28
ORD-11855,2024-05-01,Central,Electronics,Keyboard,Corporate,8,962.02,0.0,7696.16,2393.1
ORD-11856,2023-04-25,West,Office Supplies,Notebook,Consumer,9,31.42,0.1,254.5,67.72
ORD-11857,2023-09-30,South,Electronics,Keyboard,Consumer,2,70.95,0.0,141.9,38.95
ORD-11858,2023-11-29,Central,Furniture,Bookshelf,Home Office,4,74.27,0.05,282.23,30.87
ORD-11859,2023-12-29,West,Furniture,Lamp,Corporate,2,603.06,0.1,1085.51,290.66
ORD-11860,2024-07-01,South,Office Supplies,Folder,Consumer,1,13.52,0.0,13.52,4.05
ORD-11861,2024-02-23,East,Office Supplies,Folder,Corporate,5,10.32,0.0,51.6,4.06
ORD-11862,2023-12-07,Central,Electronics,Laptop,Corporate,6,713.52,0.0,4281.12,1241.36
ORD-11863,2023-07-05,West,Electronics,Smartphone,Consumer,1,1046.8,0.05,994.46,116.61
ORD-11864,2024-12-03,East,Electronics,Laptop,Corporate,9,633.71,0.0,5703.39,1258.5
ORD-11865,2024-03-20,East,Electronics,Keyboard,Home Office,8,303.11,0.0,2424.88,570.41
ORD-11866,2023-05-07,South,Electronics,Keyboard,Home Office,7,168.22,0.05,1118.66,303.67
ORD-11867,2024-10-17,North,Electronics,Laptop,Corporate,2,696.97,0.1,1254.55,282.41
ORD-11868,2023-03-14,South,Furniture,Chair,Corporate,6,702.44,0.1,3793.18,1278.02
ORD-11869,2024-05-19,West,Electronics,Headphones,Corporate,9,1113.07,0.0,10017.63,2605.14
ORD-11870,2023-09-06,West,Electronics,Keyboard,Home Office,3,458.5,0.05,1306.72,125.15
ORD-11871,2023-03-10,North,Electronics,Laptop,Consumer,8,1048.18,0.1,7546.9,2039.34
ORD-11872,2024-07-09,North,Electronics,Headphones,Home Office,1,766.56,0.05,728.23,84.28
ORD-11873,2024-04-11,Central,Furniture,Sofa,Home Office,1,401.83,0.0,401.83,126.67
ORD-11874,2024-02-07,East,Electronics,Monitor,Corporate,2,462.67,0.15,786.54,261.65
ORD-11875,2023-11-25,West,Electronics,Smartphone,Corporate,1,300.13,0.15,255.11,18.98
ORD-11876,2024-03-31,North,Electronics,Monitor,Consumer,4,257.16,0.0,1028.64,277.01
ORD-11877,2023-10-03,Central,Electronics,Headphones,Home Office,8,918.46,0.2,5878.14,1902.23
ORD-11878,2024-02-24,West,Electronics,Monitor,Consumer,9,569.59,0.15,4357.36,279.25
ORD-11879,2023-03-28,Central,Office Supplies,Printer Paper,Home Office,5,43.81,0.0,219.05,61.45
ORD-11880,2023-01-05,East,Electronics,Monitor,Consumer,4,413.19,0.1,1487.48,328.77
ORD-11881,2024-12-12,Central,Furniture,Lamp,Home Office,6,787.89,0.1,4254.61,588.3
ORD-11882,2024-09-18,South,Electronics,Laptop,Home Office,1,69.11,0.0,69.11,14.73
ORD-11883,2023-03-06,South,Electronics,Monitor,Corporate,6,845.29,0.0,5071.74,1166.81
ORD-11884,2023-09-26,Central,Electronics,Keyboard,Consumer,7,651.52,0.05,4332.61,764.43
ORD-11885,2024-09-03,North,Electronics,Monitor,Corporate,1,669.84,0.0,669.84,86.88
ORD-11886,2024-03-11,South,Electronics,Headphones,Corporate,2,857.37,0.0,1714.74,413.84
ORD-11887,2023-08-15,,Office Supplies,Notebook,Home Office,2,37.26,0.05,70.79,24.75
ORD-11888,2024-03-21,South,Electronics,Monitor,Consumer,1,390.38,0.0,390.38,68.27
ORD-11889,2024-11-24,East,Furniture,Desk,Home Office,4,566.76,0.15,1926.98,224.8
ORD-11890,2023-04-12,Central,Electronics,Smartphone,Consumer,5,169.6,0.05,805.6,51.15
ORD-11891,2024-08-15,East,Furniture,Sofa,Home Office,8,431.04,0.1,3103.49,635.26
